number_people,date,timestamp,is_weekend,is_holiday,temperature,is_start_of_semester,is_during_semester
0,2016-07-28 05:30:33-07:00,19833,0,0,55,0,0
5,2016-07-28 05:40:34-07:00,20434,0,0,55,0,0
3,2016-07-28 05:50:36-07:00,21036,0,0,55,0,0
6,2016-07-28 06:00:38-07:00,21638,0,0,55,0,0
11,2016-07-28 06:10:40-07:00,22240,0,0,55,0,0
12,2016-07-28 06:20:44-07:00,22844,0,0,55,0,0
10,2016-07-28 06:30:52-07:00,23452,0,0,55,0,0
9,2016-07-28 06:40:55-07:00,24055,0,0,55,0,0
15,2016-07-28 06:51:03-07:00,24663,0,0,55,0,0
17,2016-07-28 07:01:07-07:00,25267,0,0,55,0,0
23,2016-07-28 07:11:14-07:00,25874,0,0,55,0,0
18,2016-07-28 07:21:23-07:00,26483,0,0,55,0,0
18,2016-07-28 07:31:32-07:00,27092,0,0,55,0,0
17,2016-07-28 07:41:46-07:00,27706,0,0,55,0,0
22,2016-07-28 07:52:49-07:00,28369,0,0,55,0,0
19,2016-07-28 08:03:36-07:00,29016,0,0,55.67,0,0
22,2016-07-28 08:14:12-07:00,29652,0,0,55.67,0,0
21,2016-07-28 08:24:30-07:00,30270,0,0,55.67,0,0
23,2016-07-28 08:34:38-07:00,30878,0,0,55.67,0,0
16,2016-07-28 08:44:44-07:00,31484,0,0,55.67,0,0
17,2016-07-28 08:54:50-07:00,32090,0,0,55.67,0,0
17,2016-07-28 09:04:55-07:00,32695,0,0,57.61,0,0
17,2016-07-28 09:15:01-07:00,33301,0,0,57.61,0,0
18,2016-07-28 09:25:07-07:00,33907,0,0,57.61,0,0
19,2016-07-28 09:35:11-07:00,34511,0,0,57.61,0,0
22,2016-07-28 09:45:15-07:00,35115,0,0,57.61,0,0
19,2016-07-28 09:55:19-07:00,35719,0,0,57.61,0,0
26,2016-07-28 10:05:24-07:00,36324,0,0,60.34,0,0
24,2016-07-28 10:15:28-07:00,36928,0,0,60.34,0,0
24,2016-07-28 10:25:35-07:00,37535,0,0,60.34,0,0
28,2016-07-28 10:35:42-07:00,38142,0,0,60.34,0,0
25,2016-07-28 10:45:50-07:00,38750,0,0,60.34,0,0
24,2016-07-28 10:55:59-07:00,39359,0,0,60.34,0,0
24,2016-07-28 11:06:05-07:00,39965,0,0,61.39,0,0
18,2016-07-28 11:16:09-07:00,40569,0,0,61.39,0,0
23,2016-07-28 11:26:13-07:00,41173,0,0,61.39,0,0
20,2016-07-28 11:36:17-07:00,41777,0,0,61.39,0,0
19,2016-07-28 11:46:23-07:00,42383,0,0,61.39,0,0
28,2016-07-28 11:56:28-07:00,42988,0,0,61.39,0,0
23,2016-07-28 12:06:35-07:00,43595,0,0,62.67,0,0
25,2016-07-28 12:16:42-07:00,44202,0,0,62.67,0,0
27,2016-07-28 12:26:53-07:00,44813,0,0,62.67,0,0
31,2016-07-28 12:36:59-07:00,45419,0,0,62.67,0,0
28,2016-07-28 12:47:05-07:00,46025,0,0,62.67,0,0
34,2016-07-28 12:57:10-07:00,46630,0,0,62.67,0,0
29,2016-07-28 13:07:16-07:00,47236,0,0,63.62,0,0
25,2016-07-28 13:17:24-07:00,47844,0,0,63.62,0,0
25,2016-07-28 13:27:30-07:00,48450,0,0,63.62,0,0
27,2016-07-28 13:37:35-07:00,49055,0,0,63.62,0,0
29,2016-07-28 13:47:44-07:00,49664,0,0,63.62,0,0
29,2016-07-28 13:57:53-07:00,50273,0,0,63.62,0,0
27,2016-07-28 14:07:59-07:00,50879,0,0,67,0,0
20,2016-07-28 14:18:07-07:00,51487,0,0,67,0,0
22,2016-07-28 14:28:15-07:00,52095,0,0,67,0,0
26,2016-07-28 14:38:17-07:00,52697,0,0,67,0,0
22,2016-07-28 14:48:23-07:00,53303,0,0,67,0,0
21,2016-07-28 14:58:26-07:00,53906,0,0,67,0,0
23,2016-07-28 15:08:30-07:00,54510,0,0,57.11,0,0
25,2016-07-28 15:18:37-07:00,55117,0,0,57.11,0,0
23,2016-07-28 15:28:42-07:00,55722,0,0,57.11,0,0
23,2016-07-28 15:38:46-07:00,56326,0,0,57.11,0,0
31,2016-07-28 15:48:50-07:00,56930,0,0,57.11,0,0
31,2016-07-28 15:58:55-07:00,57535,0,0,57.11,0,0
32,2016-07-28 16:09:00-07:00,58140,0,0,57.11,0,0
29,2016-07-28 16:19:06-07:00,58746,0,0,57.11,0,0
39,2016-07-28 16:29:12-07:00,59352,0,0,57.11,0,0
30,2016-07-28 16:39:20-07:00,59960,0,0,57.11,0,0
39,2016-07-28 16:49:25-07:00,60565,0,0,57.11,0,0
44,2016-07-28 16:59:32-07:00,61172,0,0,57.11,0,0
51,2016-07-28 17:09:38-07:00,61778,0,0,57.11,0,0
52,2016-07-28 17:19:48-07:00,62388,0,0,57.11,0,0
60,2016-07-28 17:29:59-07:00,62999,0,0,57.11,0,0
59,2016-07-28 17:40:10-07:00,63610,0,0,57.11,0,0
45,2016-07-28 17:50:43-07:00,64243,0,0,57.11,0,0
46,2016-07-28 18:00:54-07:00,64854,0,0,57.11,0,0
47,2016-07-28 18:11:08-07:00,65468,0,0,57.11,0,0
42,2016-07-28 18:21:17-07:00,66077,0,0,57.11,0,0
42,2016-07-28 18:31:23-07:00,66683,0,0,57.11,0,0
60,2016-07-28 18:41:30-07:00,67290,0,0,57.11,0,0
51,2016-07-28 18:51:55-07:00,67915,0,0,57.11,0,0
52,2016-07-28 19:02:01-07:00,68521,0,0,57.11,0,0
41,2016-07-28 19:12:12-07:00,69132,0,0,57.11,0,0
47,2016-07-28 19:22:19-07:00,69739,0,0,57.11,0,0
43,2016-07-28 19:32:30-07:00,70350,0,0,57.11,0,0
45,2016-07-28 19:42:37-07:00,70957,0,0,57.11,0,0
41,2016-07-28 19:52:55-07:00,71575,0,0,57.11,0,0
33,2016-07-28 20:03:00-07:00,72180,0,0,57.11,0,0
45,2016-07-28 20:13:11-07:00,72791,0,0,57.11,0,0
33,2016-07-28 20:23:20-07:00,73400,0,0,57.11,0,0
30,2016-07-28 20:33:29-07:00,74009,0,0,57.11,0,0
39,2016-07-28 20:43:37-07:00,74617,0,0,57.11,0,0
40,2016-07-28 20:53:45-07:00,75225,0,0,57.11,0,0
41,2016-07-28 21:03:53-07:00,75833,0,0,56.54,0,0
38,2016-07-28 21:14:04-07:00,76444,0,0,56.54,0,0
39,2016-07-28 21:24:10-07:00,77050,0,0,56.54,0,0
40,2016-07-28 21:34:17-07:00,77657,0,0,56.54,0,0
39,2016-07-28 21:44:22-07:00,78262,0,0,56.54,0,0
46,2016-07-28 21:54:27-07:00,78867,0,0,56.54,0,0
41,2016-07-28 22:04:33-07:00,79473,0,0,56.67,0,0
43,2016-07-28 22:14:41-07:00,80081,0,0,56.67,0,0
37,2016-07-28 22:24:48-07:00,80688,0,0,56.67,0,0
36,2016-07-28 22:34:54-07:00,81294,0,0,56.67,0,0
37,2016-07-28 22:45:02-07:00,81902,0,0,56.67,0,0
38,2016-07-28 22:55:13-07:00,82513,0,0,56.67,0,0
36,2016-07-28 23:05:24-07:00,83124,0,0,56.67,0,0
42,2016-07-28 23:15:33-07:00,83733,0,0,56.67,0,0
31,2016-07-28 23:25:47-07:00,84347,0,0,56.67,0,0
33,2016-07-28 23:35:57-07:00,84957,0,0,56.67,0,0
27,2016-07-28 23:46:04-07:00,85564,0,0,56.67,0,0
27,2016-07-28 23:56:09-07:00,86169,0,0,56.67,0,0
27,2016-07-29 00:06:01-07:00,361,0,0,56.39,0,0
25,2016-07-29 00:06:14-07:00,374,0,0,56.39,0,0
21,2016-07-29 00:16:22-07:00,982,0,0,56.39,0,0
16,2016-07-29 00:26:25-07:00,1585,0,0,56.39,0,0
17,2016-07-29 00:36:28-07:00,2188,0,0,56.39,0,0
12,2016-07-29 00:46:30-07:00,2790,0,0,56.39,0,0
8,2016-07-29 00:56:32-07:00,3392,0,0,56.39,0,0
7,2016-07-29 01:06:33-07:00,3993,0,0,56,0,0
3,2016-07-29 01:16:36-07:00,4596,0,0,56,0,0
0,2016-07-29 01:26:36-07:00,5196,0,0,56,0,0
0,2016-07-29 01:36:37-07:00,5797,0,0,56,0,0
0,2016-07-29 01:46:38-07:00,6398,0,0,56,0,0
0,2016-07-29 01:56:38-07:00,6998,0,0,56,0,0
0,2016-07-29 02:06:39-07:00,7599,0,0,55.39,0,0
0,2016-07-29 02:16:40-07:00,8200,0,0,55.39,0,0
0,2016-07-29 02:26:41-07:00,8801,0,0,55.39,0,0
0,2016-07-29 02:36:41-07:00,9401,0,0,55.39,0,0
0,2016-07-29 02:46:42-07:00,10002,0,0,55.39,0,0
0,2016-07-29 02:56:43-07:00,10603,0,0,55.39,0,0
0,2016-07-29 03:06:43-07:00,11203,0,0,55,0,0
0,2016-07-29 03:16:44-07:00,11804,0,0,55,0,0
1,2016-07-29 03:26:45-07:00,12405,0,0,55,0,0
1,2016-07-29 03:36:46-07:00,13006,0,0,55,0,0
0,2016-07-29 03:46:46-07:00,13606,0,0,55,0,0
0,2016-07-29 03:56:47-07:00,14207,0,0,55,0,0
1,2016-07-29 04:06:48-07:00,14808,0,0,55.39,0,0
1,2016-07-29 04:16:48-07:00,15408,0,0,55.39,0,0
1,2016-07-29 04:26:49-07:00,16009,0,0,55.39,0,0
3,2016-07-29 04:36:50-07:00,16610,0,0,55.39,0,0
1,2016-07-29 04:46:51-07:00,17211,0,0,55.39,0,0
1,2016-07-29 04:56:52-07:00,17812,0,0,55.39,0,0
1,2016-07-29 05:06:53-07:00,18413,0,0,55.39,0,0
0,2016-07-29 05:16:53-07:00,19013,0,0,55.39,0,0
2,2016-07-29 05:26:54-07:00,19614,0,0,55.39,0,0
1,2016-07-29 05:36:55-07:00,20215,0,0,55.39,0,0
4,2016-07-29 05:46:56-07:00,20816,0,0,55.39,0,0
4,2016-07-29 05:56:57-07:00,21417,0,0,55.39,0,0
7,2016-07-29 06:06:58-07:00,22018,0,0,55.06,0,0
9,2016-07-29 06:17:00-07:00,22620,0,0,55.06,0,0
7,2016-07-29 06:27:02-07:00,23222,0,0,55.06,0,0
14,2016-07-29 06:37:03-07:00,23823,0,0,55.06,0,0
14,2016-07-29 06:47:05-07:00,24425,0,0,55.06,0,0
9,2016-07-29 06:57:08-07:00,25028,0,0,55.06,0,0
9,2016-07-29 07:07:10-07:00,25630,0,0,55.06,0,0
7,2016-07-29 07:17:12-07:00,26232,0,0,55.06,0,0
16,2016-07-29 07:27:14-07:00,26834,0,0,55.06,0,0
15,2016-07-29 07:37:18-07:00,27438,0,0,55.06,0,0
15,2016-07-29 07:47:23-07:00,28043,0,0,55.06,0,0
19,2016-07-29 07:57:33-07:00,28653,0,0,55.06,0,0
23,2016-07-29 08:07:38-07:00,29258,0,0,55.61,0,0
19,2016-07-29 08:17:45-07:00,29865,0,0,55.61,0,0
21,2016-07-29 08:28:01-07:00,30481,0,0,55.61,0,0
26,2016-07-29 08:38:07-07:00,31087,0,0,55.61,0,0
20,2016-07-29 08:48:11-07:00,31691,0,0,55.61,0,0
15,2016-07-29 08:58:15-07:00,32295,0,0,55.61,0,0
19,2016-07-29 09:08:20-07:00,32900,0,0,58,0,0
17,2016-07-29 09:18:22-07:00,33502,0,0,58,0,0
14,2016-07-29 09:28:24-07:00,34104,0,0,58,0,0
13,2016-07-29 09:38:25-07:00,34705,0,0,58,0,0
26,2016-07-29 09:48:29-07:00,35309,0,0,58,0,0
27,2016-07-29 09:58:32-07:00,35912,0,0,58,0,0
23,2016-07-29 10:08:36-07:00,36516,0,0,60.34,0,0
31,2016-07-29 10:18:41-07:00,37121,0,0,60.34,0,0
24,2016-07-29 10:28:46-07:00,37726,0,0,60.34,0,0
25,2016-07-29 10:38:49-07:00,38329,0,0,60.34,0,0
27,2016-07-29 10:48:53-07:00,38933,0,0,60.34,0,0
23,2016-07-29 10:59:02-07:00,39542,0,0,60.34,0,0
27,2016-07-29 11:09:08-07:00,40148,0,0,60.9,0,0
29,2016-07-29 11:19:18-07:00,40758,0,0,60.9,0,0
32,2016-07-29 11:29:27-07:00,41367,0,0,60.9,0,0
34,2016-07-29 11:39:35-07:00,41975,0,0,60.9,0,0
32,2016-07-29 11:49:39-07:00,42579,0,0,60.9,0,0
33,2016-07-29 11:59:45-07:00,43185,0,0,60.9,0,0
37,2016-07-29 12:09:49-07:00,43789,0,0,63.28,0,0
27,2016-07-29 12:19:55-07:00,44395,0,0,63.28,0,0
25,2016-07-29 12:30:02-07:00,45002,0,0,63.28,0,0
29,2016-07-29 12:40:11-07:00,45611,0,0,63.28,0,0
24,2016-07-29 12:50:26-07:00,46226,0,0,63.28,0,0
27,2016-07-29 13:00:34-07:00,46834,0,0,64,0,0
29,2016-07-29 13:10:39-07:00,47439,0,0,64,0,0
22,2016-07-29 13:20:44-07:00,48044,0,0,64,0,0
23,2016-07-29 13:30:48-07:00,48648,0,0,64,0,0
28,2016-07-29 13:40:55-07:00,49255,0,0,64,0,0
26,2016-07-29 13:51:28-07:00,49888,0,0,64,0,0
23,2016-07-29 14:01:36-07:00,50496,0,0,64.23,0,0
33,2016-07-29 14:11:46-07:00,51106,0,0,64.23,0,0
26,2016-07-29 14:21:54-07:00,51714,0,0,64.23,0,0
22,2016-07-29 14:32:00-07:00,52320,0,0,64.23,0,0
27,2016-07-29 14:42:06-07:00,52926,0,0,64.23,0,0
27,2016-07-29 14:52:30-07:00,53550,0,0,64.23,0,0
33,2016-07-29 15:02:36-07:00,54156,0,0,64.77,0,0
26,2016-07-29 15:12:49-07:00,54769,0,0,64.77,0,0
21,2016-07-29 15:22:58-07:00,55378,0,0,64.77,0,0
35,2016-07-29 15:33:03-07:00,55983,0,0,64.77,0,0
27,2016-07-29 15:43:09-07:00,56589,0,0,64.77,0,0
28,2016-07-29 15:53:31-07:00,57211,0,0,64.77,0,0
34,2016-07-29 16:03:37-07:00,57817,0,0,57.72,0,0
34,2016-07-29 16:13:49-07:00,58429,0,0,57.72,0,0
35,2016-07-29 16:24:00-07:00,59040,0,0,57.72,0,0
36,2016-07-29 16:34:16-07:00,59656,0,0,57.72,0,0
35,2016-07-29 16:44:29-07:00,60269,0,0,57.72,0,0
34,2016-07-29 16:54:37-07:00,60877,0,0,57.72,0,0
36,2016-07-29 17:04:44-07:00,61484,0,0,57.72,0,0
37,2016-07-29 17:14:57-07:00,62097,0,0,57.72,0,0
39,2016-07-29 17:25:06-07:00,62706,0,0,57.72,0,0
42,2016-07-29 17:35:16-07:00,63316,0,0,57.72,0,0
33,2016-07-29 17:45:24-07:00,63924,0,0,57.72,0,0
42,2016-07-29 17:55:31-07:00,64531,0,0,57.72,0,0
39,2016-07-29 18:05:42-07:00,65142,0,0,57.72,0,0
44,2016-07-29 18:15:51-07:00,65751,0,0,57.72,0,0
34,2016-07-29 18:26:01-07:00,66361,0,0,57.72,0,0
36,2016-07-29 18:36:08-07:00,66968,0,0,57.72,0,0
37,2016-07-29 18:46:19-07:00,67579,0,0,57.72,0,0
27,2016-07-29 18:56:28-07:00,68188,0,0,57.72,0,0
28,2016-07-29 19:06:34-07:00,68794,0,0,57.72,0,0
33,2016-07-29 19:16:44-07:00,69404,0,0,57.72,0,0
32,2016-07-29 19:26:51-07:00,70011,0,0,57.72,0,0
44,2016-07-29 19:36:58-07:00,70618,0,0,57.72,0,0
33,2016-07-29 19:47:06-07:00,71226,0,0,57.72,0,0
36,2016-07-29 19:57:14-07:00,71834,0,0,57.72,0,0
33,2016-07-29 20:07:21-07:00,72441,0,0,57.72,0,0
33,2016-07-29 20:17:31-07:00,73051,0,0,57.72,0,0
27,2016-07-29 20:27:39-07:00,73659,0,0,57.72,0,0
25,2016-07-29 20:37:44-07:00,74264,0,0,57.72,0,0
27,2016-07-29 20:47:53-07:00,74873,0,0,57.72,0,0
31,2016-07-29 20:58:01-07:00,75481,0,0,57.72,0,0
29,2016-07-29 21:08:11-07:00,76091,0,0,57.33,0,0
34,2016-07-29 21:18:20-07:00,76700,0,0,57.33,0,0
27,2016-07-29 21:28:25-07:00,77305,0,0,57.33,0,0
34,2016-07-29 21:38:30-07:00,77910,0,0,57.33,0,0
33,2016-07-29 21:48:37-07:00,78517,0,0,57.33,0,0
31,2016-07-29 21:58:46-07:00,79126,0,0,57.33,0,0
30,2016-07-29 22:08:52-07:00,79732,0,0,57.06,0,0
30,2016-07-29 22:18:58-07:00,80338,0,0,57.06,0,0
38,2016-07-29 22:29:04-07:00,80944,0,0,57.06,0,0
35,2016-07-29 22:39:12-07:00,81552,0,0,57.06,0,0
24,2016-07-29 22:49:20-07:00,82160,0,0,57.06,0,0
17,2016-07-29 22:59:26-07:00,82766,0,0,57.06,0,0
5,2016-07-29 23:09:29-07:00,83369,0,0,56.95,0,0
1,2016-07-29 23:19:30-07:00,83970,0,0,56.95,0,0
4,2016-07-29 23:29:30-07:00,84570,0,0,56.95,0,0
0,2016-07-29 23:39:31-07:00,85171,0,0,56.95,0,0
0,2016-07-29 23:49:32-07:00,85772,0,0,56.95,0,0
2,2016-07-29 23:59:33-07:00,86373,0,0,56.95,0,0
2,2016-07-30 00:05:07-07:00,307,1,0,56.61,0,0
0,2016-07-30 00:09:33-07:00,573,1,0,56.61,0,0
0,2016-07-30 00:19:34-07:00,1174,1,0,56.61,0,0
0,2016-07-30 00:29:35-07:00,1775,1,0,56.61,0,0
0,2016-07-30 00:39:35-07:00,2375,1,0,56.61,0,0
0,2016-07-30 00:49:36-07:00,2976,1,0,56.61,0,0
0,2016-07-30 00:59:37-07:00,3577,1,0,56.61,0,0
0,2016-07-30 01:09:37-07:00,4177,1,0,56.67,0,0
0,2016-07-30 01:19:38-07:00,4778,1,0,56.67,0,0
0,2016-07-30 01:29:39-07:00,5379,1,0,56.67,0,0
0,2016-07-30 01:39:39-07:00,5979,1,0,56.67,0,0
0,2016-07-30 01:49:40-07:00,6580,1,0,56.67,0,0
0,2016-07-30 01:59:41-07:00,7181,1,0,56.67,0,0
0,2016-07-30 02:09:41-07:00,7781,1,0,56.39,0,0
0,2016-07-30 02:19:42-07:00,8382,1,0,56.39,0,0
1,2016-07-30 02:29:43-07:00,8983,1,0,56.39,0,0
0,2016-07-30 02:39:43-07:00,9583,1,0,56.39,0,0
0,2016-07-30 02:49:44-07:00,10184,1,0,56.39,0,0
0,2016-07-30 02:59:45-07:00,10785,1,0,56.39,0,0
0,2016-07-30 03:09:45-07:00,11385,1,0,56.72,0,0
0,2016-07-30 03:19:46-07:00,11986,1,0,56.72,0,0
0,2016-07-30 03:29:47-07:00,12587,1,0,56.72,0,0
0,2016-07-30 03:39:47-07:00,13187,1,0,56.72,0,0
0,2016-07-30 03:49:48-07:00,13788,1,0,56.72,0,0
0,2016-07-30 03:59:49-07:00,14389,1,0,56.72,0,0
0,2016-07-30 04:09:49-07:00,14989,1,0,56,0,0
0,2016-07-30 04:19:50-07:00,15590,1,0,56,0,0
1,2016-07-30 04:29:51-07:00,16191,1,0,56,0,0
0,2016-07-30 04:39:51-07:00,16791,1,0,56,0,0
0,2016-07-30 04:49:52-07:00,17392,1,0,56,0,0
0,2016-07-30 04:59:53-07:00,17993,1,0,56,0,0
1,2016-07-30 05:09:53-07:00,18593,1,0,55.72,0,0
1,2016-07-30 05:19:54-07:00,19194,1,0,55.72,0,0
1,2016-07-30 05:29:55-07:00,19795,1,0,55.72,0,0
2,2016-07-30 05:39:55-07:00,20395,1,0,55.72,0,0
1,2016-07-30 05:49:56-07:00,20996,1,0,55.72,0,0
1,2016-07-30 05:59:57-07:00,21597,1,0,55.72,0,0
2,2016-07-30 06:09:58-07:00,22198,1,0,56,0,0
1,2016-07-30 06:19:59-07:00,22799,1,0,56,0,0
1,2016-07-30 06:30:00-07:00,23400,1,0,56,0,0
1,2016-07-30 06:40:00-07:00,24000,1,0,56,0,0
1,2016-07-30 06:50:01-07:00,24601,1,0,56,0,0
1,2016-07-30 07:00:02-07:00,25202,1,0,56.39,0,0
2,2016-07-30 07:10:03-07:00,25803,1,0,56.39,0,0
4,2016-07-30 07:20:05-07:00,26405,1,0,56.39,0,0
2,2016-07-30 07:30:06-07:00,27006,1,0,56.39,0,0
1,2016-07-30 07:40:07-07:00,27607,1,0,56.39,0,0
4,2016-07-30 07:50:08-07:00,28208,1,0,56.39,0,0
6,2016-07-30 08:00:10-07:00,28810,1,0,55.95,0,0
7,2016-07-30 08:10:11-07:00,29411,1,0,55.95,0,0
7,2016-07-30 08:20:13-07:00,30013,1,0,55.95,0,0
13,2016-07-30 08:30:15-07:00,30615,1,0,55.95,0,0
11,2016-07-30 08:40:20-07:00,31220,1,0,55.95,0,0
11,2016-07-30 08:50:23-07:00,31823,1,0,55.95,0,0
8,2016-07-30 09:00:26-07:00,32426,1,0,56.61,0,0
14,2016-07-30 09:10:27-07:00,33027,1,0,56.61,0,0
13,2016-07-30 09:20:30-07:00,33630,1,0,56.61,0,0
15,2016-07-30 09:30:33-07:00,34233,1,0,56.61,0,0
18,2016-07-30 09:40:36-07:00,34836,1,0,56.61,0,0
23,2016-07-30 09:50:52-07:00,35452,1,0,56.61,0,0
23,2016-07-30 10:00:57-07:00,36057,1,0,58.67,0,0
21,2016-07-30 10:11:02-07:00,36662,1,0,58.67,0,0
22,2016-07-30 10:21:06-07:00,37266,1,0,58.67,0,0
16,2016-07-30 10:31:12-07:00,37872,1,0,58.67,0,0
21,2016-07-30 10:41:18-07:00,38478,1,0,58.67,0,0
19,2016-07-30 10:51:36-07:00,39096,1,0,58.67,0,0
23,2016-07-30 11:01:41-07:00,39701,1,0,60.23,0,0
30,2016-07-30 11:11:49-07:00,40309,1,0,60.23,0,0
18,2016-07-30 11:21:54-07:00,40914,1,0,60.23,0,0
26,2016-07-30 11:31:58-07:00,41518,1,0,60.23,0,0
23,2016-07-30 11:42:02-07:00,42122,1,0,60.23,0,0
21,2016-07-30 11:52:18-07:00,42738,1,0,60.23,0,0
19,2016-07-30 12:02:23-07:00,43343,1,0,61.34,0,0
16,2016-07-30 12:12:27-07:00,43947,1,0,61.34,0,0
16,2016-07-30 12:22:30-07:00,44550,1,0,61.34,0,0
27,2016-07-30 12:32:33-07:00,45153,1,0,61.34,0,0
22,2016-07-30 12:42:38-07:00,45758,1,0,61.34,0,0
24,2016-07-30 12:53:05-07:00,46385,1,0,61.34,0,0
32,2016-07-30 13:03:12-07:00,46992,1,0,61.39,0,0
26,2016-07-30 13:13:26-07:00,47606,1,0,61.39,0,0
25,2016-07-30 13:23:32-07:00,48212,1,0,61.39,0,0
19,2016-07-30 13:33:36-07:00,48816,1,0,61.39,0,0
23,2016-07-30 13:43:42-07:00,49422,1,0,61.39,0,0
22,2016-07-30 13:53:49-07:00,50029,1,0,61.39,0,0
32,2016-07-30 14:03:58-07:00,50638,1,0,61.67,0,0
31,2016-07-30 14:14:11-07:00,51251,1,0,61.67,0,0
22,2016-07-30 14:24:17-07:00,51857,1,0,61.67,0,0
27,2016-07-30 14:34:25-07:00,52465,1,0,61.67,0,0
27,2016-07-30 14:44:32-07:00,53072,1,0,61.67,0,0
19,2016-07-30 14:54:44-07:00,53684,1,0,61.67,0,0
25,2016-07-30 15:04:50-07:00,54290,1,0,62.61,0,0
24,2016-07-30 15:14:55-07:00,54895,1,0,62.61,0,0
22,2016-07-30 15:25:00-07:00,55500,1,0,62.61,0,0
22,2016-07-30 15:35:05-07:00,56105,1,0,62.61,0,0
26,2016-07-30 15:45:09-07:00,56709,1,0,62.61,0,0
24,2016-07-30 15:55:14-07:00,57314,1,0,62.61,0,0
25,2016-07-30 16:05:20-07:00,57920,1,0,62.61,0,0
25,2016-07-30 16:15:28-07:00,58528,1,0,62.61,0,0
24,2016-07-30 16:25:52-07:00,59152,1,0,62.61,0,0
30,2016-07-30 16:35:57-07:00,59757,1,0,62.61,0,0
28,2016-07-30 16:46:13-07:00,60373,1,0,62.61,0,0
30,2016-07-30 16:56:28-07:00,60988,1,0,62.61,0,0
37,2016-07-30 17:06:36-07:00,61596,1,0,58.09,0,0
35,2016-07-30 17:17:04-07:00,62224,1,0,58.09,0,0
29,2016-07-30 17:27:18-07:00,62838,1,0,58.09,0,0
30,2016-07-30 17:37:24-07:00,63444,1,0,58.09,0,0
33,2016-07-30 17:47:30-07:00,64050,1,0,58.09,0,0
28,2016-07-30 17:57:42-07:00,64662,1,0,58.09,0,0
27,2016-07-30 18:07:46-07:00,65266,1,0,58.09,0,0
26,2016-07-30 18:17:55-07:00,65875,1,0,58.09,0,0
30,2016-07-30 18:28:00-07:00,66480,1,0,58.09,0,0
32,2016-07-30 18:38:06-07:00,67086,1,0,58.09,0,0
28,2016-07-30 18:48:15-07:00,67695,1,0,58.09,0,0
25,2016-07-30 18:58:21-07:00,68301,1,0,58.09,0,0
26,2016-07-30 19:08:29-07:00,68909,1,0,58.09,0,0
23,2016-07-30 19:18:46-07:00,69526,1,0,58.09,0,0
23,2016-07-30 19:28:57-07:00,70137,1,0,58.09,0,0
28,2016-07-30 19:39:05-07:00,70745,1,0,58.09,0,0
28,2016-07-30 19:49:14-07:00,71354,1,0,58.09,0,0
22,2016-07-30 19:59:22-07:00,71962,1,0,58.09,0,0
21,2016-07-30 20:09:25-07:00,72565,1,0,58.09,0,0
22,2016-07-30 20:19:29-07:00,73169,1,0,58.09,0,0
20,2016-07-30 20:29:34-07:00,73774,1,0,58.09,0,0
26,2016-07-30 20:39:39-07:00,74379,1,0,58.09,0,0
27,2016-07-30 20:49:46-07:00,74986,1,0,58.09,0,0
33,2016-07-30 20:59:52-07:00,75592,1,0,58.09,0,0
33,2016-07-30 21:09:58-07:00,76198,1,0,57.72,0,0
41,2016-07-30 21:20:05-07:00,76805,1,0,57.72,0,0
37,2016-07-30 21:30:13-07:00,77413,1,0,57.72,0,0
34,2016-07-30 21:40:22-07:00,78022,1,0,57.72,0,0
29,2016-07-30 21:50:41-07:00,78641,1,0,57.72,0,0
35,2016-07-30 22:00:53-07:00,79253,1,0,58,0,0
28,2016-07-30 22:10:59-07:00,79859,1,0,58,0,0
25,2016-07-30 22:21:04-07:00,80464,1,0,58,0,0
30,2016-07-30 22:31:10-07:00,81070,1,0,58,0,0
29,2016-07-30 22:41:15-07:00,81675,1,0,58,0,0
16,2016-07-30 22:51:38-07:00,82298,1,0,58,0,0
14,2016-07-30 23:01:42-07:00,82902,1,0,57.09,0,0
10,2016-07-30 23:11:47-07:00,83507,1,0,57.09,0,0
4,2016-07-30 23:21:49-07:00,84109,1,0,57.09,0,0
0,2016-07-30 23:31:52-07:00,84712,1,0,57.09,0,0
1,2016-07-30 23:41:53-07:00,85313,1,0,57.09,0,0
0,2016-07-30 23:51:55-07:00,85915,1,0,57.09,0,0
0,2016-07-31 00:01:56-07:00,116,1,0,57,0,0
0,2016-07-31 00:05:16-07:00,316,1,0,57,0,0
0,2016-07-31 00:11:57-07:00,717,1,0,57,0,0
0,2016-07-31 00:21:59-07:00,1319,1,0,57,0,0
1,2016-07-31 00:32:01-07:00,1921,1,0,57,0,0
0,2016-07-31 00:42:04-07:00,2524,1,0,57,0,0
0,2016-07-31 00:52:05-07:00,3125,1,0,57,0,0
0,2016-07-31 01:02:07-07:00,3727,1,0,57,0,0
1,2016-07-31 01:12:08-07:00,4328,1,0,57,0,0
0,2016-07-31 01:22:09-07:00,4929,1,0,57,0,0
0,2016-07-31 01:32:11-07:00,5531,1,0,57,0,0
0,2016-07-31 01:42:13-07:00,6133,1,0,57,0,0
0,2016-07-31 01:52:15-07:00,6735,1,0,57,0,0
0,2016-07-31 02:02:17-07:00,7337,1,0,57,0,0
0,2016-07-31 02:12:17-07:00,7937,1,0,57,0,0
1,2016-07-31 02:22:18-07:00,8538,1,0,57,0,0
0,2016-07-31 02:32:19-07:00,9139,1,0,57,0,0
0,2016-07-31 02:42:19-07:00,9739,1,0,57,0,0
