uid,age,age_group,profession,marital_status,education,default,housing,loan,gender,balance,membership,charges,customer_contacts,attrition
1022350,31,30s,management,divorced,graduate,no,yes,yes,female,Over $250k,platinum,37,1,0
1022351,28,20s,manufacturing,married,graduate,yes,yes,no,female,Over $250k,platinum,93,1,0
1022352,42,40s,consulting,married,graduate,no,no,no,male,Over $250k,platinum,9,0,0
1022353,36,30s,unemployed,married,high school,no,yes,no,male,$10k - $50k,silver,113,6,0
1022354,39,30s,administration,married,graduate,no,no,no,female,$50k - $100k,gold,69,0,0
1022355,48,40s,manufacturing,married,college,no,no,no,male,$10k - $50k,silver,159,0,0
1022356,56,50s,technician,married,high school,no,no,yes,male,$50k - $100k,gold,71,0,0
1022357,37,30s,entrepreneur,married,graduate,no,no,no,male,$100k - $250k,platinum,110,2,0
1022358,46,40s,consulting,divorced,unknown,no,no,no,male,$50k - $100k,gold,78,2,0
1022359,52,50s,management,married,high school,no,yes,no,female,$10k - $50k,silver,78,2,0
1022360,55,50s,self_employed,divorced,graduate,no,no,no,male,$50k - $100k,gold,178,0,0
1022361,43,40s,technician,married,graduate,no,no,no,male,$10k - $50k,silver,38,1,0
1022362,56,50s,management,married,high school,no,yes,no,female,$100k - $250k,platinum,180,2,0
1022363,42,40s,manufacturing,married,graduate,no,yes,no,male,Over $250k,platinum,170,0,0
1022364,53,50s,management,married,graduate,no,no,yes,female,Over $250k,platinum,69,1,0
1022365,34,30s,technician,married,graduate,no,yes,no,male,Over $250k,platinum,51,5,0
1022366,54,50s,management,single,high school,no,yes,no,male,Over $250k,platinum,163,0,0
1022367,28,20s,unknown,single,graduate,no,no,no,male,$100k - $250k,platinum,34,2,0
1022368,48,40s,consulting,divorced,graduate,no,no,no,female,$10k - $50k,silver,145,2,0
1022369,37,30s,manufacturing,married,graduate,no,no,no,female,$50k - $100k,gold,112,0,0
1022370,50,50s,administration,divorced,graduate,no,yes,yes,female,$10k - $50k,silver,241,3,1
1022371,28,20s,manufacturing,single,graduate,no,no,no,male,$50k - $100k,gold,52,2,0
1022372,22,20s,unemployed,divorced,high school,no,yes,no,female,Under $10k,silver,317,3,1
1022373,23,20s,student,married,graduate,no,yes,no,female,Over $250k,platinum,144,0,0
1022374,34,30s,administration,married,graduate,no,yes,yes,male,Over $250k,platinum,147,0,0
1022375,51,50s,administration,divorced,college,no,yes,yes,female,$10k - $50k,silver,349,3,1
1022376,32,30s,consulting,married,graduate,no,no,no,female,$50k - $100k,gold,161,5,0
1022377,36,30s,administration,divorced,graduate,no,no,no,female,$50k - $100k,gold,140,5,0
1022378,53,50s,technician,married,unknown,no,no,no,female,$100k - $250k,platinum,3,2,0
1022379,47,40s,consulting,married,graduate,no,no,no,male,$50k - $100k,gold,24,1,0
1022380,60,60s,manufacturing,married,graduate,no,yes,no,male,$100k - $250k,platinum,76,1,0
1022381,31,30s,self_employed,married,graduate,no,no,yes,male,Over $250k,platinum,73,1,0
1022382,35,30s,manufacturing,single,graduate,no,no,no,female,Over $250k,platinum,28,0,0
1022383,33,30s,manufacturing,single,graduate,no,no,no,female,Over $250k,platinum,30,2,0
1022384,31,30s,management,single,graduate,no,no,no,male,Over $250k,platinum,123,1,0
1022385,44,40s,manufacturing,married,graduate,no,yes,no,male,$100k - $250k,platinum,136,0,0
1022386,46,40s,administration,married,graduate,no,yes,no,female,$100k - $250k,platinum,164,1,0
1022387,49,40s,manufacturing,married,graduate,no,no,no,male,Over $250k,platinum,73,0,0
1022388,42,40s,entrepreneur,single,high school,no,yes,yes,female,$50k - $100k,gold,81,0,0
1022389,42,40s,management,married,high school,no,no,no,female,$100k - $250k,platinum,80,6,0
1022390,49,40s,consulting,married,graduate,no,yes,no,male,Over $250k,platinum,27,0,0
1022391,26,20s,unemployed,divorced,high school,no,no,no,female,$10k - $50k,silver,281,3,1
1022392,54,50s,management,divorced,unknown,no,yes,no,female,$50k - $100k,gold,338,4,1
1022393,40,40s,technician,married,graduate,no,yes,yes,female,Over $250k,platinum,74,0,0
1022394,26,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,336,3,1
1022395,34,30s,management,married,graduate,no,yes,no,female,Over $250k,platinum,168,5,0
1022396,31,30s,manufacturing,single,high school,no,yes,no,female,Over $250k,platinum,10,0,0
1022397,50,50s,technician,married,graduate,no,no,no,female,Over $250k,platinum,117,1,0
1022398,40,40s,manufacturing,married,graduate,no,no,no,female,$100k - $250k,platinum,45,5,0
1022399,48,40s,technician,married,high school,no,yes,no,male,$10k - $50k,silver,49,1,0
1022400,32,30s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,94,0,0
1022401,42,40s,administration,married,graduate,no,yes,no,male,$100k - $250k,platinum,114,0,1
1022402,25,20s,manufacturing,single,graduate,no,no,no,male,Over $250k,platinum,119,0,0
1022403,49,40s,management,married,high school,no,no,no,male,$50k - $100k,gold,124,1,0
1022404,54,50s,manufacturing,single,high school,no,yes,no,female,Over $250k,platinum,83,0,0
1022405,46,40s,technician,married,graduate,no,no,no,female,Over $250k,platinum,144,0,1
1022406,30,30s,student,single,graduate,no,no,no,male,$100k - $250k,platinum,127,5,1
1022407,34,30s,management,married,graduate,no,yes,no,female,$50k - $100k,gold,115,1,0
1022408,34,30s,management,single,high school,no,yes,yes,male,$100k - $250k,platinum,146,0,0
1022409,24,20s,management,single,high school,no,yes,no,female,$50k - $100k,gold,159,0,0
1022410,30,30s,manufacturing,single,graduate,no,no,no,male,Over $250k,platinum,68,2,0
1022411,29,20s,technician,married,high school,no,no,no,male,$50k - $100k,gold,111,0,0
1022412,50,50s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,88,0,0
1022413,55,50s,unemployed,married,graduate,no,no,no,female,Over $250k,platinum,77,7,0
1022414,46,40s,management,married,high school,no,no,no,male,$100k - $250k,platinum,95,1,0
1022415,30,30s,consulting,single,graduate,no,yes,no,male,$50k - $100k,gold,46,0,0
1022416,25,20s,consulting,single,high school,no,yes,no,female,Over $250k,platinum,131,0,0
1022417,37,30s,management,married,high school,no,yes,no,female,$10k - $50k,silver,132,7,0
1022418,29,20s,management,single,graduate,no,no,no,male,Over $250k,platinum,172,1,1
1022419,32,30s,management,single,high school,no,no,no,male,$100k - $250k,platinum,40,1,0
1022420,48,40s,management,married,high school,no,yes,no,male,$100k - $250k,platinum,63,2,1
1022421,34,30s,management,married,graduate,no,yes,no,female,$50k - $100k,gold,21,2,0
1022422,33,30s,technician,single,college,no,yes,no,male,$100k - $250k,platinum,162,0,0
1022423,28,20s,management,single,high school,no,yes,no,male,$100k - $250k,platinum,23,0,0
1022424,33,30s,management,married,high school,no,yes,no,female,$10k - $50k,silver,159,2,0
1022425,36,30s,management,single,graduate,no,no,no,female,Over $250k,platinum,150,7,0
1022426,25,20s,manufacturing,married,graduate,no,yes,no,male,$50k - $100k,gold,179,0,0
1022427,35,30s,manufacturing,single,college,no,no,no,male,$100k - $250k,platinum,150,0,0
1022428,44,40s,management,married,high school,no,no,no,male,$100k - $250k,platinum,34,5,0
1022429,31,30s,technician,married,graduate,no,no,no,male,Over $250k,platinum,112,1,0
1022430,47,40s,manufacturing,married,graduate,no,no,yes,male,Over $250k,platinum,15,0,0
1022431,20,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,242,3,1
1022432,30,30s,technician,divorced,graduate,no,no,no,female,$100k - $250k,platinum,173,1,0
1022433,58,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,362,3,1
1022434,35,30s,technician,married,graduate,no,no,no,male,$100k - $250k,platinum,22,2,0
1022435,23,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,246,3,1
1022436,29,20s,unemployed,single,graduate,no,no,no,male,$100k - $250k,platinum,178,2,0
1022437,70,70s,retired,married,college,no,no,no,male,$10k - $50k,silver,177,7,0
1022438,48,40s,manufacturing,married,graduate,no,yes,no,male,Over $250k,platinum,47,0,0
1022439,55,50s,management,married,graduate,no,no,no,female,Over $250k,platinum,69,1,0
1022440,37,30s,administration,single,graduate,no,no,no,female,$10k - $50k,silver,36,1,0
1022441,36,30s,unemployed,married,graduate,no,no,no,male,Over $250k,platinum,67,0,0
1022442,30,30s,management,single,high school,no,no,no,female,$10k - $50k,silver,49,2,0
1022443,43,40s,consulting,single,graduate,no,yes,no,female,$10k - $50k,silver,43,0,0
1022444,37,30s,management,married,high school,no,yes,no,female,$100k - $250k,platinum,159,2,0
1022445,48,40s,consulting,married,graduate,no,no,no,female,Over $250k,platinum,137,1,0
1022446,57,50s,retired,married,graduate,no,no,yes,female,$10k - $50k,silver,149,2,0
1022447,32,30s,management,single,high school,no,no,no,male,Over $250k,platinum,42,0,0
1022448,44,40s,manufacturing,married,college,no,yes,no,female,$50k - $100k,gold,23,0,0
1022449,30,30s,consulting,divorced,college,no,yes,no,female,$10k - $50k,silver,5,1,0
1022450,53,50s,technician,married,graduate,no,no,no,female,$100k - $250k,platinum,93,2,0
1022451,40,40s,management,married,high school,no,yes,no,male,$10k - $50k,silver,44,2,0
1022452,57,50s,consulting,divorced,college,no,yes,no,male,$50k - $100k,gold,228,4,1
1022453,46,40s,manufacturing,married,graduate,no,yes,no,male,Over $250k,platinum,162,0,0
1022454,27,20s,technician,married,graduate,no,yes,yes,male,$100k - $250k,platinum,69,1,0
1022455,32,30s,manufacturing,married,graduate,no,yes,no,female,Over $250k,platinum,21,0,0
1022456,42,40s,technician,married,high school,no,yes,yes,female,$50k - $100k,gold,134,1,0
1022457,41,40s,administration,single,graduate,no,yes,no,male,$50k - $100k,gold,94,0,0
1022458,41,40s,consulting,married,graduate,no,no,no,male,Over $250k,platinum,148,1,0
1022459,55,50s,technician,single,high school,no,yes,no,female,$10k - $50k,silver,8,0,0
1022460,49,40s,administration,married,graduate,no,no,no,male,$50k - $100k,gold,2,0,0
1022461,48,40s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,20,0,0
1022462,25,20s,unemployed,divorced,graduate,no,yes,yes,female,Under $10k,silver,296,3,1
1022463,40,40s,manufacturing,married,college,no,no,no,female,$10k - $50k,silver,136,0,0
1022464,50,50s,manufacturing,married,graduate,no,no,no,female,$10k - $50k,silver,58,1,0
1022465,31,30s,executive,single,high school,no,no,no,male,Over $250k,platinum,64,0,0
1022466,29,20s,unemployed,divorced,college,no,no,no,female,Under $10k,silver,294,3,1
1022467,29,20s,technician,married,graduate,no,yes,no,male,Over $250k,platinum,117,1,0
1022468,32,30s,administration,married,graduate,no,yes,no,male,$100k - $250k,platinum,176,2,0
1022469,39,30s,entrepreneur,married,graduate,yes,no,no,female,Over $250k,platinum,47,0,0
1022470,47,40s,unemployed,married,graduate,no,yes,yes,female,$50k - $100k,gold,146,2,0
1022471,55,50s,management,divorced,high school,no,yes,no,female,$50k - $100k,gold,364,4,1
1022472,51,50s,management,divorced,high school,no,yes,yes,female,$10k - $50k,silver,140,0,0
1022473,45,40s,administration,married,high school,no,no,no,female,$50k - $100k,gold,103,1,0
1022474,22,20s,unemployed,divorced,graduate,no,yes,yes,female,Under $10k,silver,226,3,1
1022475,42,40s,manufacturing,married,graduate,no,yes,no,male,$100k - $250k,platinum,43,1,0
1022476,58,50s,consulting,divorced,graduate,no,yes,no,female,$50k - $100k,gold,345,4,1
1022477,30,30s,manufacturing,single,graduate,no,yes,no,male,$50k - $100k,gold,175,0,0
1022478,48,40s,management,married,graduate,no,no,no,female,Over $250k,platinum,106,2,0
1022479,32,30s,technician,single,high school,no,no,no,female,$50k - $100k,gold,144,2,0
1022480,35,30s,technician,married,graduate,no,yes,no,female,$50k - $100k,gold,154,0,0
1022481,34,30s,management,married,graduate,no,no,yes,female,Over $250k,platinum,63,1,0
1022482,45,40s,technician,married,high school,no,no,no,female,$100k - $250k,platinum,58,0,0
1022483,34,30s,administration,married,graduate,no,yes,yes,female,Over $250k,platinum,117,5,1
1022484,24,20s,unemployed,divorced,graduate,no,no,no,female,$10k - $50k,silver,323,3,1
1022485,34,30s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,81,0,0
1022486,60,60s,management,married,college,no,no,no,female,$100k - $250k,platinum,66,7,0
1022487,49,40s,self_employed,married,graduate,no,no,no,female,Over $250k,platinum,80,1,0
1022488,53,50s,administration,divorced,high school,no,yes,no,female,$10k - $50k,silver,330,3,1
1022489,50,50s,executive,married,graduate,no,no,no,female,Over $250k,platinum,152,1,0
1022490,37,30s,manufacturing,single,graduate,no,no,no,male,$10k - $50k,silver,114,0,0
1022491,30,30s,management,single,high school,no,yes,no,male,$100k - $250k,platinum,107,2,0
1022492,48,40s,self_employed,single,high school,no,yes,no,male,$10k - $50k,silver,72,0,0
1022493,49,40s,entrepreneur,married,graduate,no,no,no,female,Over $250k,platinum,12,2,0
1022494,30,30s,student,single,high school,no,no,no,female,$100k - $250k,platinum,78,8,0
1022495,41,40s,manufacturing,single,graduate,no,yes,no,female,$100k - $250k,platinum,12,0,0
1022496,43,40s,technician,single,graduate,no,yes,no,female,$100k - $250k,platinum,178,0,0
1022497,28,20s,consulting,single,graduate,no,no,no,female,Over $250k,platinum,112,2,0
1022498,53,50s,management,divorced,high school,no,yes,no,female,$50k - $100k,gold,232,4,1
1022499,32,30s,technician,married,graduate,no,no,yes,male,Over $250k,platinum,130,1,0
1022500,31,30s,self_employed,married,high school,no,yes,yes,male,$10k - $50k,silver,151,2,0
1022501,30,30s,student,single,graduate,no,no,no,female,$50k - $100k,gold,42,5,0
1022502,30,30s,administration,single,high school,no,yes,no,female,Over $250k,platinum,50,0,0
1022503,52,50s,management,divorced,college,no,no,no,female,$100k - $250k,platinum,56,2,0
1022504,57,50s,executive,married,college,no,no,no,male,$100k - $250k,platinum,105,1,0
1022505,48,40s,technician,married,graduate,no,yes,no,male,$10k - $50k,silver,78,2,0
1022506,46,40s,entrepreneur,married,graduate,no,no,no,female,$10k - $50k,silver,123,2,0
1022507,62,60s,retired,married,high school,no,no,no,male,$10k - $50k,silver,122,6,0
1022508,39,30s,management,single,high school,no,yes,no,female,Over $250k,platinum,163,0,0
1022509,54,50s,administration,divorced,graduate,no,yes,yes,female,$10k - $50k,silver,277,3,1
1022510,26,20s,consulting,married,graduate,no,yes,yes,male,Over $250k,platinum,29,1,0
1022511,34,30s,technician,single,graduate,no,yes,no,female,Over $250k,platinum,160,1,0
1022512,40,40s,technician,single,graduate,no,yes,no,female,Over $250k,platinum,93,1,0
1022513,47,40s,management,married,graduate,no,yes,yes,female,$100k - $250k,platinum,25,2,1
1022514,30,30s,management,single,graduate,no,yes,no,female,Over $250k,platinum,21,6,1
1022515,44,40s,technician,married,graduate,no,yes,no,male,$100k - $250k,platinum,55,2,0
1022516,47,40s,technician,married,college,no,yes,yes,male,$100k - $250k,platinum,29,0,1
1022517,42,40s,management,married,high school,no,no,no,male,$100k - $250k,platinum,165,8,0
1022518,50,50s,administration,single,high school,no,yes,no,male,Over $250k,platinum,155,0,0
1022519,49,40s,administration,married,graduate,no,no,yes,male,$100k - $250k,platinum,76,0,0
1022520,27,20s,manufacturing,single,college,no,yes,no,male,$10k - $50k,silver,133,1,0
1022521,39,30s,technician,single,graduate,no,yes,no,male,$100k - $250k,platinum,86,2,0
1022522,61,60s,retired,married,college,no,no,no,female,$10k - $50k,silver,76,6,0
1022523,35,30s,consulting,single,graduate,no,yes,no,female,$50k - $100k,gold,136,0,0
1022524,45,40s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,171,0,0
1022525,35,30s,administration,single,graduate,no,no,no,male,$100k - $250k,platinum,58,0,0
1022526,52,50s,retired,divorced,graduate,no,yes,no,female,$50k - $100k,gold,222,4,1
1022527,57,50s,administration,divorced,graduate,no,yes,yes,female,$10k - $50k,silver,324,4,1
1022528,35,30s,manufacturing,married,graduate,no,no,no,male,$100k - $250k,platinum,34,2,1
1022529,39,30s,management,single,high school,no,yes,no,female,$100k - $250k,platinum,159,0,0
1022530,37,30s,management,married,high school,no,no,no,female,$10k - $50k,silver,73,1,0
1022531,53,50s,technician,single,high school,no,yes,no,male,Over $250k,platinum,90,0,0
1022532,34,30s,self_employed,single,high school,no,yes,no,female,$50k - $100k,gold,99,2,0
1022533,43,40s,manufacturing,married,college,yes,no,yes,male,$50k - $100k,gold,56,1,0
1022534,38,30s,administration,single,graduate,no,no,no,male,Over $250k,platinum,33,0,0
1022535,35,30s,administration,divorced,graduate,no,no,yes,male,$100k - $250k,platinum,14,1,1
1022536,35,30s,technician,married,high school,no,yes,yes,female,$100k - $250k,platinum,23,2,0
1022537,42,40s,management,single,high school,no,yes,no,male,$100k - $250k,platinum,71,1,0
1022538,38,30s,manufacturing,married,graduate,no,yes,no,female,Over $250k,platinum,65,0,0
1022539,36,30s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,74,0,0
1022540,42,40s,administration,married,graduate,no,no,no,male,$50k - $100k,gold,68,6,0
1022541,45,40s,executive,married,graduate,no,no,no,female,Over $250k,platinum,134,0,0
1022542,58,50s,retired,married,graduate,no,yes,no,female,Over $250k,platinum,13,0,0
1022543,29,20s,unemployed,divorced,high school,no,no,no,female,$10k - $50k,silver,296,3,1
1022544,45,40s,manufacturing,married,unknown,no,yes,no,male,$10k - $50k,silver,66,6,0
1022545,47,40s,administration,single,high school,no,yes,no,male,Over $250k,platinum,141,0,0
1022546,57,50s,manufacturing,divorced,college,no,yes,no,female,$50k - $100k,gold,293,4,1
1022547,50,50s,management,married,high school,no,yes,no,male,$50k - $100k,gold,11,2,0
1022548,27,20s,unemployed,divorced,high school,no,yes,no,female,Under $10k,silver,205,3,1
1022549,30,30s,technician,married,graduate,no,yes,yes,male,$10k - $50k,silver,159,5,0
1022550,46,40s,technician,married,graduate,no,no,no,male,Over $250k,platinum,67,0,1
1022551,55,50s,manufacturing,divorced,graduate,no,yes,no,female,$50k - $100k,gold,248,4,1
1022552,37,30s,technician,single,high school,no,yes,no,female,$10k - $50k,silver,121,8,0
1022553,33,30s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,65,0,0
1022554,28,20s,technician,married,graduate,no,no,no,male,$100k - $250k,platinum,109,7,0
1022555,21,20s,administration,divorced,high school,no,yes,no,female,$10k - $50k,silver,258,3,1
1022556,29,20s,administration,single,graduate,no,no,no,male,$10k - $50k,silver,81,2,0
1022557,50,50s,administration,married,graduate,no,yes,no,female,Over $250k,platinum,6,7,0
1022558,40,40s,manufacturing,married,graduate,no,yes,no,male,$100k - $250k,platinum,26,1,1
1022559,59,50s,administration,married,graduate,no,no,no,female,Over $250k,platinum,74,0,0
1022560,50,50s,technician,divorced,graduate,no,yes,no,female,$10k - $50k,silver,324,4,1
1022561,51,50s,administration,divorced,graduate,no,yes,yes,female,$10k - $50k,silver,226,3,1
1022562,29,20s,administration,single,graduate,no,no,no,male,$100k - $250k,platinum,160,8,0
1022563,41,40s,management,married,high school,no,yes,no,male,$100k - $250k,platinum,141,1,0
1022564,44,40s,technician,divorced,graduate,no,no,no,male,Over $250k,platinum,2,1,0
1022565,27,20s,student,single,graduate,no,no,no,female,$100k - $250k,platinum,31,5,0
1022566,57,50s,administration,married,graduate,no,no,no,male,$10k - $50k,silver,65,0,0
1022567,58,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,276,3,1
1022568,36,30s,manufacturing,married,graduate,no,yes,no,female,$50k - $100k,gold,173,2,0
1022569,53,50s,consulting,married,graduate,no,no,no,male,$100k - $250k,platinum,54,1,0
1022570,59,50s,retired,married,college,no,no,no,male,$100k - $250k,platinum,130,2,0
1022571,26,20s,administration,divorced,high school,no,no,no,female,$10k - $50k,silver,206,3,1
1022572,40,40s,administration,married,graduate,no,yes,no,female,$10k - $50k,silver,141,0,0
1022573,50,50s,administration,divorced,college,no,yes,yes,female,$10k - $50k,silver,229,4,1
1022574,45,40s,manufacturing,married,college,no,yes,yes,male,$100k - $250k,platinum,111,1,0
1022575,30,30s,manufacturing,single,graduate,no,yes,no,male,$10k - $50k,silver,2,0,0
1022576,33,30s,technician,married,high school,no,yes,no,male,$100k - $250k,platinum,7,0,0
1022577,39,30s,manufacturing,married,college,no,yes,no,female,$10k - $50k,silver,79,2,0
1022578,44,40s,consulting,single,high school,no,yes,no,male,$50k - $100k,gold,169,0,0
1022579,57,50s,unknown,single,unknown,no,no,no,male,$100k - $250k,platinum,112,0,0
1022580,37,30s,management,single,high school,no,yes,no,female,$100k - $250k,platinum,37,0,0
1022581,30,30s,administration,single,graduate,no,no,no,male,$50k - $100k,gold,18,2,0
1022582,32,30s,consulting,single,graduate,no,yes,no,male,$100k - $250k,platinum,99,0,0
1022583,24,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,281,3,1
1022584,39,30s,management,single,graduate,no,no,no,male,Over $250k,platinum,87,5,0
1022585,26,20s,manufacturing,single,graduate,no,no,yes,female,$10k - $50k,silver,111,8,0
1022586,25,20s,technician,single,graduate,no,no,no,male,$100k - $250k,platinum,71,0,0
1022587,37,30s,administration,single,graduate,no,yes,no,female,$100k - $250k,platinum,102,2,0
1022588,52,50s,manufacturing,divorced,college,no,no,no,female,$100k - $250k,platinum,138,0,0
1022589,27,20s,unemployed,divorced,high school,no,yes,no,female,Under $10k,silver,254,3,1
1022590,50,50s,consulting,married,graduate,no,no,no,male,Over $250k,platinum,127,1,0
1022591,29,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,310,3,1
1022592,38,30s,technician,divorced,graduate,no,yes,yes,female,Over $250k,platinum,104,1,0
1022593,38,30s,executive,married,graduate,no,no,no,male,$100k - $250k,platinum,46,0,0
1022594,43,40s,management,married,graduate,no,no,no,male,Over $250k,platinum,114,1,1
1022595,34,30s,manufacturing,single,graduate,no,yes,no,male,$10k - $50k,silver,117,0,0
1022596,20,20s,unemployed,divorced,high school,no,yes,no,female,Under $10k,silver,214,3,1
1022597,33,30s,technician,single,graduate,no,no,no,male,$100k - $250k,platinum,151,7,0
1022598,46,40s,manufacturing,single,graduate,no,yes,no,male,$100k - $250k,platinum,137,0,0
1022599,34,30s,manufacturing,divorced,graduate,no,no,yes,female,Over $250k,platinum,118,0,0
1022600,45,40s,manufacturing,married,graduate,no,no,no,female,Over $250k,platinum,95,1,0
1022601,53,50s,retired,married,graduate,no,no,no,male,Over $250k,platinum,154,0,0
1022602,27,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,256,3,1
1022603,52,50s,technician,married,graduate,no,yes,no,female,$100k - $250k,platinum,50,5,0
1022604,27,20s,technician,single,graduate,no,yes,no,male,Over $250k,platinum,162,2,0
1022605,44,40s,manufacturing,single,graduate,no,yes,no,female,$100k - $250k,platinum,83,0,0
1022606,26,20s,management,divorced,high school,no,no,no,male,$10k - $50k,silver,11,5,0
1022607,54,50s,administration,divorced,high school,no,yes,no,female,$10k - $50k,silver,347,3,1
1022608,31,30s,self_employed,married,high school,no,no,no,female,$10k - $50k,silver,91,1,0
1022609,36,30s,technician,divorced,graduate,no,yes,no,female,Over $250k,platinum,134,1,0
1022610,44,40s,manufacturing,single,graduate,no,yes,yes,female,$100k - $250k,platinum,67,0,0
1022611,37,30s,management,married,graduate,no,no,yes,male,Over $250k,platinum,148,1,0
1022612,57,50s,executive,divorced,college,no,no,no,male,$50k - $100k,gold,165,5,0
1022613,52,50s,management,married,high school,no,no,no,male,$100k - $250k,platinum,54,2,0
1022614,35,30s,technician,married,graduate,no,yes,no,male,Over $250k,platinum,85,0,0
1022615,43,40s,self_employed,married,graduate,yes,no,no,male,$50k - $100k,gold,114,0,0
1022616,41,40s,entrepreneur,married,college,no,yes,no,female,$100k - $250k,platinum,146,0,0
1022617,51,50s,technician,single,graduate,no,yes,no,male,$100k - $250k,platinum,74,0,0
1022618,39,30s,management,married,high school,no,no,no,female,$10k - $50k,silver,163,0,0
1022619,41,40s,consulting,single,unknown,no,no,no,male,$100k - $250k,platinum,172,0,0
1022620,50,50s,entrepreneur,divorced,high school,no,no,yes,female,$100k - $250k,platinum,12,2,0
1022621,37,30s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,78,0,0
1022622,30,30s,manufacturing,single,graduate,yes,yes,no,male,$100k - $250k,platinum,56,0,0
1022623,33,30s,management,single,high school,no,yes,no,female,$100k - $250k,platinum,82,2,0
1022624,34,30s,management,single,high school,no,yes,no,female,$100k - $250k,platinum,136,5,0
1022625,32,30s,consulting,single,high school,no,yes,no,male,Over $250k,platinum,141,0,0
1022626,35,30s,manufacturing,single,graduate,no,yes,no,female,$50k - $100k,gold,40,0,0
1022627,57,50s,technician,married,graduate,no,no,no,male,$100k - $250k,platinum,33,0,0
1022628,28,20s,consulting,single,high school,no,yes,yes,male,$10k - $50k,silver,53,0,0
1022629,31,30s,technician,single,high school,no,no,no,female,$100k - $250k,platinum,6,5,0
1022630,33,30s,consulting,married,high school,no,no,no,female,$50k - $100k,gold,135,5,0
1022631,35,30s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,69,0,0
1022632,44,40s,manufacturing,married,graduate,no,no,no,female,Over $250k,platinum,176,0,0
1022633,54,50s,consulting,divorced,graduate,no,yes,no,female,$50k - $100k,gold,229,4,1
1022634,56,50s,manufacturing,married,graduate,no,yes,no,female,$10k - $50k,silver,133,1,0
1022635,55,50s,technician,married,graduate,no,yes,yes,male,Over $250k,platinum,115,2,0
1022636,31,30s,technician,single,graduate,yes,no,no,male,$100k - $250k,platinum,127,2,1
1022637,54,50s,technician,married,graduate,no,yes,no,male,Over $250k,platinum,55,0,0
1022638,28,20s,technician,single,high school,no,yes,no,male,Over $250k,platinum,59,0,0
1022639,44,40s,manufacturing,married,college,no,yes,no,female,$50k - $100k,gold,139,0,0
1022640,36,30s,manufacturing,married,graduate,no,yes,no,male,Over $250k,platinum,63,0,0
1022641,35,30s,technician,married,graduate,no,no,no,male,$10k - $50k,silver,2,1,0
1022642,42,40s,consulting,single,graduate,no,yes,no,female,$100k - $250k,platinum,124,0,0
1022643,59,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,346,3,1
1022644,48,40s,technician,single,high school,no,no,no,male,$100k - $250k,platinum,52,0,0
1022645,53,50s,management,divorced,graduate,no,yes,no,female,$100k - $250k,platinum,81,1,0
1022646,30,30s,manufacturing,single,high school,no,yes,yes,male,Over $250k,platinum,87,0,0
1022647,52,50s,consulting,married,unknown,no,yes,yes,female,$50k - $100k,gold,156,1,0
1022648,30,30s,administration,single,graduate,no,yes,no,male,Over $250k,platinum,121,5,0
1022649,26,20s,administration,single,high school,no,yes,no,male,Over $250k,platinum,73,0,0
1022650,40,40s,management,married,graduate,no,yes,yes,female,Over $250k,platinum,52,2,0
1022651,58,50s,management,married,college,no,yes,no,male,$10k - $50k,silver,81,0,0
1022652,29,20s,manufacturing,single,graduate,no,no,no,female,$50k - $100k,gold,8,9,0
1022653,42,40s,consulting,single,graduate,no,yes,no,female,Over $250k,platinum,47,2,0
1022654,55,50s,management,married,graduate,no,no,no,male,Over $250k,platinum,122,1,0
1022655,58,50s,retired,married,graduate,no,no,no,female,$50k - $100k,gold,123,0,0
1022656,36,30s,management,married,high school,no,no,yes,male,$100k - $250k,platinum,149,1,1
1022657,34,30s,technician,single,graduate,no,no,no,male,$100k - $250k,platinum,44,1,0
1022658,38,30s,technician,single,high school,no,yes,no,female,$100k - $250k,platinum,170,0,0
1022659,29,20s,technician,married,graduate,no,yes,yes,female,Over $250k,platinum,105,0,0
1022660,34,30s,administration,married,graduate,no,yes,no,female,Over $250k,platinum,73,0,0
1022661,39,30s,manufacturing,single,high school,no,yes,no,male,Over $250k,platinum,22,0,0
1022662,44,40s,self_employed,married,graduate,no,no,no,female,$10k - $50k,silver,74,0,0
1022663,43,40s,administration,single,high school,no,yes,no,male,Over $250k,platinum,143,0,0
